row_index,image_path_runtime,image_path_resolved,category,garment_id,fold_id
438,/content/drive/MyDrive/FashionAI/datasets/Clo-Sket/Clo-Sket/Circle/3_8.tif,/content/drive/MyDrive/FashionAI/datasets/Clo-Sket/Clo-Sket/Circle/3_8.tif,Circle,Circle__G03,1
439,/content/drive/MyDrive/FashionAI/datasets/Clo-Sket/Clo-Sket/Circle/3_9.tif,/content/drive/MyDrive/FashionAI/datasets/Clo-Sket/Clo-Sket/Circle/3_9.tif,Circle,Circle__G03,1
440,/content/drive/MyDrive/FashionAI/datasets/Clo-Sket/Clo-Sket/Circle/4_1.tif,/content/drive/MyDrive/FashionAI/datasets/Clo-Sket/Clo-Sket/Circle/4_1.tif,Circle,Circle__G04,1
441,/content/drive/MyDrive/FashionAI/datasets/Clo-Sket/Clo-Sket/Circle/4_10.tif,/content/drive/MyDrive/FashionAI/datasets/Clo-Sket/Clo-Sket/Circle/4_10.tif,Circle,Circle__G04,1
442,/content/drive/MyDrive/FashionAI/datasets/Clo-Sket/Clo-Sket/Circle/4_2.tif,/content/drive/MyDrive/FashionAI/datasets/Clo-Sket/Clo-Sket/Circle/4_2.tif,Circle,Circle__G04,1
443,/content/drive/MyDrive/FashionAI/datasets/Clo-Sket/Clo-Sket/Circle/4_3.tif,/content/drive/MyDrive/FashionAI/datasets/Clo-Sket/Clo-Sket/Circle/4_3.tif,Circle,Circle__G04,1
444,/content/drive/MyDrive/FashionAI/datasets/Clo-Sket/Clo-Sket/Circle/4_4.tif,/content/drive/MyDrive/FashionAI/datasets/Clo-Sket/Clo-Sket/Circle/4_4.tif,Circle,Circle__G04,1
445,/content/drive/MyDrive/FashionAI/datasets/Clo-Sket/Clo-Sket/Circle/4_5.tif,/content/drive/MyDrive/FashionAI/datasets/Clo-Sket/Clo-Sket/Circle/4_5.tif,Circle,Circle__G04,1
446,/content/drive/MyDrive/FashionAI/datasets/Clo-Sket/Clo-Sket/Circle/4_6.tif,/content/drive/MyDrive/FashionAI/datasets/Clo-Sket/Clo-Sket/Circle/4_6.tif,Circle,Circle__G04,1
447,/content/drive/MyDrive/FashionAI/datasets/Clo-Sket/Clo-Sket/Circle/4_7.tif,/content/drive/MyDrive/FashionAI/datasets/Clo-Sket/Clo-Sket/Circle/4_7.tif,Circle,Circle__G04,1
448,/content/drive/MyDrive/FashionAI/datasets/Clo-Sket/Clo-Sket/Circle/4_8.tif,/content/drive/MyDrive/FashionAI/datasets/Clo-Sket/Clo-Sket/Circle/4_8.tif,Circle,Circle__G04,1
449,/content/drive/MyDrive/FashionAI/datasets/Clo-Sket/Clo-Sket/Circle/4_9.tif,/content/drive/MyDrive/FashionAI/datasets/Clo-Sket/Clo-Sket/Circle/4_9.tif,Circle,Circle__G04,1
450,/content/drive/MyDrive/FashionAI/datasets/Clo-Sket/Clo-Sket/Circle/5_1.tif,/content/drive/MyDrive/FashionAI/datasets/Clo-Sket/Clo-Sket/Circle/5_1.tif,Circle,Circle__G05,2
451,/content/drive/MyDrive/FashionAI/datasets/Clo-Sket/Clo-Sket/Circle/5_10.tif,/content/drive/MyDrive/FashionAI/datasets/Clo-Sket/Clo-Sket/Circle/5_10.tif,Circle,Circle__G05,2
452,/content/drive/MyDrive/FashionAI/datasets/Clo-Sket/Clo-Sket/Circle/5_2.tif,/content/drive/MyDrive/FashionAI/datasets/Clo-Sket/Clo-Sket/Circle/5_2.tif,Circle,Circle__G05,2
453,/content/drive/MyDrive/FashionAI/datasets/Clo-Sket/Clo-Sket/Circle/5_3.tif,/content/drive/MyDrive/FashionAI/datasets/Clo-Sket/Clo-Sket/Circle/5_3.tif,Circle,Circle__G05,2
454,/content/drive/MyDrive/FashionAI/datasets/Clo-Sket/Clo-Sket/Circle/5_4.tif,/content/drive/MyDrive/FashionAI/datasets/Clo-Sket/Clo-Sket/Circle/5_4.tif,Circle,Circle__G05,2
455,/content/drive/MyDrive/FashionAI/datasets/Clo-Sket/Clo-Sket/Circle/5_5.tif,/content/drive/MyDrive/FashionAI/datasets/Clo-Sket/Clo-Sket/Circle/5_5.tif,Circle,Circle__G05,2
456,/content/drive/MyDrive/FashionAI/datasets/Clo-Sket/Clo-Sket/Circle/5_6.tif,/content/drive/MyDrive/FashionAI/datasets/Clo-Sket/Clo-Sket/Circle/5_6.tif,Circle,Circle__G05,2
457,/content/drive/MyDrive/FashionAI/datasets/Clo-Sket/Clo-Sket/Circle/5_7.tif,/content/drive/MyDrive/FashionAI/datasets/Clo-Sket/Clo-Sket/Circle/5_7.tif,Circle,Circle__G05,2
458,/content/drive/MyDrive/FashionAI/datasets/Clo-Sket/Clo-Sket/Circle/5_8.tif,/content/drive/MyDrive/FashionAI/datasets/Clo-Sket/Clo-Sket/Circle/5_8.tif,Circle,Circle__G05,2
459,/content/drive/MyDrive/FashionAI/datasets/Clo-Sket/Clo-Sket/Circle/5_9.tif,/content/drive/MyDrive/FashionAI/datasets/Clo-Sket/Clo-Sket/Circle/5_9.tif,Circle,Circle__G05,2
460,/content/drive/MyDrive/FashionAI/datasets/Clo-Sket/Clo-Sket/Circle/6_1.tif,/content/drive/MyDrive/FashionAI/datasets/Clo-Sket/Clo-Sket/Circle/6_1.tif,Circle,Circle__G06,2
461,/content/drive/MyDrive/FashionAI/datasets/Clo-Sket/Clo-Sket/Circle/6_10.tif,/content/drive/MyDrive/FashionAI/datasets/Clo-Sket/Clo-Sket/Circle/6_10.tif,Circle,Circle__G06,2
462,/content/drive/MyDrive/FashionAI/datasets/Clo-Sket/Clo-Sket/Circle/6_2.tif,/content/drive/MyDrive/FashionAI/datasets/Clo-Sket/Clo-Sket/Circle/6_2.tif,Circle,Circle__G06,2
463,/content/drive/MyDrive/FashionAI/datasets/Clo-Sket/Clo-Sket/Circle/6_3.tif,/content/drive/MyDrive/FashionAI/datasets/Clo-Sket/Clo-Sket/Circle/6_3.tif,Circle,Circle__G06,2
464,/content/drive/MyDrive/FashionAI/datasets/Clo-Sket/Clo-Sket/Circle/6_4.tif,/content/drive/MyDrive/FashionAI/datasets/Clo-Sket/Clo-Sket/Circle/6_4.tif,Circle,Circle__G06,2
465,/content/drive/MyDrive/FashionAI/datasets/Clo-Sket/Clo-Sket/Circle/6_5.tif,/content/drive/MyDrive/FashionAI/datasets/Clo-Sket/Clo-Sket/Circle/6_5.tif,Circle,Circle__G06,2
466,/content/drive/MyDrive/FashionAI/datasets/Clo-Sket/Clo-Sket/Circle/6_6.tif,/content/drive/MyDrive/FashionAI/datasets/Clo-Sket/Clo-Sket/Circle/6_6.tif,Circle,Circle__G06,2
467,/content/drive/MyDrive/FashionAI/datasets/Clo-Sket/Clo-Sket/Circle/6_7.tif,/content/drive/MyDrive/FashionAI/datasets/Clo-Sket/Clo-Sket/Circle/6_7.tif,Circle,Circle__G06,2
468,/content/drive/MyDrive/FashionAI/datasets/Clo-Sket/Clo-Sket/Circle/6_8.tif,/content/drive/MyDrive/FashionAI/datasets/Clo-Sket/Clo-Sket/Circle/6_8.tif,Circle,Circle__G06,2
469,/content/drive/MyDrive/FashionAI/datasets/Clo-Sket/Clo-Sket/Circle/6_9.tif,/content/drive/MyDrive/FashionAI/datasets/Clo-Sket/Clo-Sket/Circle/6_9.tif,Circle,Circle__G06,2
470,/content/drive/MyDrive/FashionAI/datasets/Clo-Sket/Clo-Sket/Circle/7_1.tif,/content/drive/MyDrive/FashionAI/datasets/Clo-Sket/Clo-Sket/Circle/7_1.tif,Circle,Circle__G07,3
471,/content/drive/MyDrive/FashionAI/datasets/Clo-Sket/Clo-Sket/Circle/7_10.tif,/content/drive/MyDrive/FashionAI/datasets/Clo-Sket/Clo-Sket/Circle/7_10.tif,Circle,Circle__G07,3
472,/content/drive/MyDrive/FashionAI/datasets/Clo-Sket/Clo-Sket/Circle/7_2.tif,/content/drive/MyDrive/FashionAI/datasets/Clo-Sket/Clo-Sket/Circle/7_2.tif,Circle,Circle__G07,3
473,/content/drive/MyDrive/FashionAI/datasets/Clo-Sket/Clo-Sket/Circle/7_3.tif,/content/drive/MyDrive/FashionAI/datasets/Clo-Sket/Clo-Sket/Circle/7_3.tif,Circle,Circle__G07,3
474,/content/drive/MyDrive/FashionAI/datasets/Clo-Sket/Clo-Sket/Circle/7_4.tif,/content/drive/MyDrive/FashionAI/datasets/Clo-Sket/Clo-Sket/Circle/7_4.tif,Circle,Circle__G07,3
475,/content/drive/MyDrive/FashionAI/datasets/Clo-Sket/Clo-Sket/Circle/7_5.tif,/content/drive/MyDrive/FashionAI/datasets/Clo-Sket/Clo-Sket/Circle/7_5.tif,Circle,Circle__G07,3
476,/content/drive/MyDrive/FashionAI/datasets/Clo-Sket/Clo-Sket/Circle/7_6.tif,/content/drive/MyDrive/FashionAI/datasets/Clo-Sket/Clo-Sket/Circle/7_6.tif,Circle,Circle__G07,3
477,/content/drive/MyDrive/FashionAI/datasets/Clo-Sket/Clo-Sket/Circle/7_7.tif,/content/drive/MyDrive/FashionAI/datasets/Clo-Sket/Clo-Sket/Circle/7_7.tif,Circle,Circle__G07,3
478,/content/drive/MyDrive/FashionAI/datasets/Clo-Sket/Clo-Sket/Circle/7_8.tif,/content/drive/MyDrive/FashionAI/datasets/Clo-Sket/Clo-Sket/Circle/7_8.tif,Circle,Circle__G07,3
479,/content/drive/MyDrive/FashionAI/datasets/Clo-Sket/Clo-Sket/Circle/7_9.tif,/content/drive/MyDrive/FashionAI/datasets/Clo-Sket/Clo-Sket/Circle/7_9.tif,Circle,Circle__G07,3
480,/content/drive/MyDrive/FashionAI/datasets/Clo-Sket/Clo-Sket/Circle/8_1.tif,/content/drive/MyDrive/FashionAI/datasets/Clo-Sket/Clo-Sket/Circle/8_1.tif,Circle,Circle__G08,3
481,/content/drive/MyDrive/FashionAI/datasets/Clo-Sket/Clo-Sket/Circle/8_10.tif,/content/drive/MyDrive/FashionAI/datasets/Clo-Sket/Clo-Sket/Circle/8_10.tif,Circle,Circle__G08,3
482,/content/drive/MyDrive/FashionAI/datasets/Clo-Sket/Clo-Sket/Circle/8_2.tif,/content/drive/MyDrive/FashionAI/datasets/Clo-Sket/Clo-Sket/Circle/8_2.tif,Circle,Circle__G08,3
483,/content/drive/MyDrive/FashionAI/datasets/Clo-Sket/Clo-Sket/Circle/8_3.tif,/content/drive/MyDrive/FashionAI/datasets/Clo-Sket/Clo-Sket/Circle/8_3.tif,Circle,Circle__G08,3
484,/content/drive/MyDrive/FashionAI/datasets/Clo-Sket/Clo-Sket/Circle/8_4.tif,/content/drive/MyDrive/FashionAI/datasets/Clo-Sket/Clo-Sket/Circle/8_4.tif,Circle,Circle__G08,3
485,/content/drive/MyDrive/FashionAI/datasets/Clo-Sket/Clo-Sket/Circle/8_5.tif,/content/drive/MyDrive/FashionAI/datasets/Clo-Sket/Clo-Sket/Circle/8_5.tif,Circle,Circle__G08,3
486,/content/drive/MyDrive/FashionAI/datasets/Clo-Sket/Clo-Sket/Circle/8_6.tif,/content/drive/MyDrive/FashionAI/datasets/Clo-Sket/Clo-Sket/Circle/8_6.tif,Circle,Circle__G08,3
487,/content/drive/MyDrive/FashionAI/datasets/Clo-Sket/Clo-Sket/Circle/8_7.tif,/content/drive/MyDrive/FashionAI/datasets/Clo-Sket/Clo-Sket/Circle/8_7.tif,Circle,Circle__G08,3
488,/content/drive/MyDrive/FashionAI/datasets/Clo-Sket/Clo-Sket/Circle/8_8.tif,/content/drive/MyDrive/FashionAI/datasets/Clo-Sket/Clo-Sket/Circle/8_8.tif,Circle,Circle__G08,3
489,/content/drive/MyDrive/FashionAI/datasets/Clo-Sket/Clo-Sket/Circle/8_9.tif,/content/drive/MyDrive/FashionAI/datasets/Clo-Sket/Clo-Sket/Circle/8_9.tif,Circle,Circle__G08,3
490,/content/drive/MyDrive/FashionAI/datasets/Clo-Sket/Clo-Sket/Circle/9_1.tif,/content/drive/MyDrive/FashionAI/datasets/Clo-Sket/Clo-Sket/Circle/9_1.tif,Circle,Circle__G09,4
491,/content/drive/MyDrive/FashionAI/datasets/Clo-Sket/Clo-Sket/Circle/9_10.tif,/content/drive/MyDrive/FashionAI/datasets/Clo-Sket/Clo-Sket/Circle/9_10.tif,Circle,Circle__G09,4
492,/content/drive/MyDrive/FashionAI/datasets/Clo-Sket/Clo-Sket/Circle/9_2.tif,/content/drive/MyDrive/FashionAI/datasets/Clo-Sket/Clo-Sket/Circle/9_2.tif,Circle,Circle__G09,4
493,/content/drive/MyDrive/FashionAI/datasets/Clo-Sket/Clo-Sket/Circle/9_3.tif,/content/drive/MyDrive/FashionAI/datasets/Clo-Sket/Clo-Sket/Circle/9_3.tif,Circle,Circle__G09,4
494,/content/drive/MyDrive/FashionAI/datasets/Clo-Sket/Clo-Sket/Circle/9_4.tif,/content/drive/MyDrive/FashionAI/datasets/Clo-Sket/Clo-Sket/Circle/9_4.tif,Circle,Circle__G09,4
495,/content/drive/MyDrive/FashionAI/datasets/Clo-Sket/Clo-Sket/Circle/9_5.tif,/content/drive/MyDrive/FashionAI/datasets/Clo-Sket/Clo-Sket/Circle/9_5.tif,Circle,Circle__G09,4
496,/content/drive/MyDrive/FashionAI/datasets/Clo-Sket/Clo-Sket/Circle/9_6.tif,/content/drive/MyDrive/FashionAI/datasets/Clo-Sket/Clo-Sket/Circle/9_6.tif,Circle,Circle__G09,4
497,/content/drive/MyDrive/FashionAI/datasets/Clo-Sket/Clo-Sket/Circle/9_7.tif,/content/drive/MyDrive/FashionAI/datasets/Clo-Sket/Clo-Sket/Circle/9_7.tif,Circle,Circle__G09,4
498,/content/drive/MyDrive/FashionAI/datasets/Clo-Sket/Clo-Sket/Circle/9_8.tif,/content/drive/MyDrive/FashionAI/datasets/Clo-Sket/Clo-Sket/Circle/9_8.tif,Circle,Circle__G09,4
499,/content/drive/MyDrive/FashionAI/datasets/Clo-Sket/Clo-Sket/Circle/9_9.tif,/content/drive/MyDrive/FashionAI/datasets/Clo-Sket/Clo-Sket/Circle/9_9.tif,Circle,Circle__G09,4
500,/content/drive/MyDrive/FashionAI/datasets/Clo-Sket/Clo-Sket/Dress/1-3.tif,/content/drive/MyDrive/FashionAI/datasets/Clo-Sket/Clo-Sket/Dress/1-3.tif,Dress,Dress__G01,0
501,/content/drive/MyDrive/FashionAI/datasets/Clo-Sket/Clo-Sket/Dress/1-5.tif,/content/drive/MyDrive/FashionAI/datasets/Clo-Sket/Clo-Sket/Dress/1-5.tif,Dress,Dress__G01,0
502,/content/drive/MyDrive/FashionAI/datasets/Clo-Sket/Clo-Sket/Dress/10_1.tif,/content/drive/MyDrive/FashionAI/datasets/Clo-Sket/Clo-Sket/Dress/10_1.tif,Dress,Dress__G10,4
503,/content/drive/MyDrive/FashionAI/datasets/Clo-Sket/Clo-Sket/Dress/10_10.tif,/content/drive/MyDrive/FashionAI/datasets/Clo-Sket/Clo-Sket/Dress/10_10.tif,Dress,Dress__G10,4
504,/content/drive/MyDrive/FashionAI/datasets/Clo-Sket/Clo-Sket/Dress/10_2.tif,/content/drive/MyDrive/FashionAI/datasets/Clo-Sket/Clo-Sket/Dress/10_2.tif,Dress,Dress__G10,4
505,/content/drive/MyDrive/FashionAI/datasets/Clo-Sket/Clo-Sket/Dress/10_4.tif,/content/drive/MyDrive/FashionAI/datasets/Clo-Sket/Clo-Sket/Dress/10_4.tif,Dress,Dress__G10,4
506,/content/drive/MyDrive/FashionAI/datasets/Clo-Sket/Clo-Sket/Dress/10_5.tif,/content/drive/MyDrive/FashionAI/datasets/Clo-Sket/Clo-Sket/Dress/10_5.tif,Dress,Dress__G10,4
507,/content/drive/MyDrive/FashionAI/datasets/Clo-Sket/Clo-Sket/Dress/10_6.tif,/content/drive/MyDrive/FashionAI/datasets/Clo-Sket/Clo-Sket/Dress/10_6.tif,Dress,Dress__G10,4
508,/content/drive/MyDrive/FashionAI/datasets/Clo-Sket/Clo-Sket/Dress/10_7.tif,/content/drive/MyDrive/FashionAI/datasets/Clo-Sket/Clo-Sket/Dress/10_7.tif,Dress,Dress__G10,4
509,/content/drive/MyDrive/FashionAI/datasets/Clo-Sket/Clo-Sket/Dress/10_8.tif,/content/drive/MyDrive/FashionAI/datasets/Clo-Sket/Clo-Sket/Dress/10_8.tif,Dress,Dress__G10,4
510,/content/drive/MyDrive/FashionAI/datasets/Clo-Sket/Clo-Sket/Dress/10_9.tif,/content/drive/MyDrive/FashionAI/datasets/Clo-Sket/Clo-Sket/Dress/10_9.tif,Dress,Dress__G10,4
511,/content/drive/MyDrive/FashionAI/datasets/Clo-Sket/Clo-Sket/Dress/1_1.tif,/content/drive/MyDrive/FashionAI/datasets/Clo-Sket/Clo-Sket/Dress/1_1.tif,Dress,Dress__G01,0
512,/content/drive/MyDrive/FashionAI/datasets/Clo-Sket/Clo-Sket/Dress/1_10.tif,/content/drive/MyDrive/FashionAI/datasets/Clo-Sket/Clo-Sket/Dress/1_10.tif,Dress,Dress__G01,0
513,/content/drive/MyDrive/FashionAI/datasets/Clo-Sket/Clo-Sket/Dress/1_2.tif,/content/drive/MyDrive/FashionAI/datasets/Clo-Sket/Clo-Sket/Dress/1_2.tif,Dress,Dress__G01,0
514,/content/drive/MyDrive/FashionAI/datasets/Clo-Sket/Clo-Sket/Dress/1_3.tif,/content/drive/MyDrive/FashionAI/datasets/Clo-Sket/Clo-Sket/Dress/1_3.tif,Dress,Dress__G01,0
515,/content/drive/MyDrive/FashionAI/datasets/Clo-Sket/Clo-Sket/Dress/1_4.tif,/content/drive/MyDrive/FashionAI/datasets/Clo-Sket/Clo-Sket/Dress/1_4.tif,Dress,Dress__G01,0
516,/content/drive/MyDrive/FashionAI/datasets/Clo-Sket/Clo-Sket/Dress/1_6.tif,/content/drive/MyDrive/FashionAI/datasets/Clo-Sket/Clo-Sket/Dress/1_6.tif,Dress,Dress__G01,0
517,/content/drive/MyDrive/FashionAI/datasets/Clo-Sket/Clo-Sket/Dress/1_7.tif,/content/drive/MyDrive/FashionAI/datasets/Clo-Sket/Clo-Sket/Dress/1_7.tif,Dress,Dress__G01,0
518,/content/drive/MyDrive/FashionAI/datasets/Clo-Sket/Clo-Sket/Dress/1_8.tif,/content/drive/MyDrive/FashionAI/datasets/Clo-Sket/Clo-Sket/Dress/1_8.tif,Dress,Dress__G01,0
519,/content/drive/MyDrive/FashionAI/datasets/Clo-Sket/Clo-Sket/Dress/1_9.tif,/content/drive/MyDrive/FashionAI/datasets/Clo-Sket/Clo-Sket/Dress/1_9.tif,Dress,Dress__G01,0
520,/content/drive/MyDrive/FashionAI/datasets/Clo-Sket/Clo-Sket/Dress/2_1.tif,/content/drive/MyDrive/FashionAI/datasets/Clo-Sket/Clo-Sket/Dress/2_1.tif,Dress,Dress__G02,0
521,/content/drive/MyDrive/FashionAI/datasets/Clo-Sket/Clo-Sket/Dress/2_10.tif,/content/drive/MyDrive/FashionAI/datasets/Clo-Sket/Clo-Sket/Dress/2_10.tif,Dress,Dress__G02,0
522,/content/drive/MyDrive/FashionAI/datasets/Clo-Sket/Clo-Sket/Dress/2_2.tif,/content/drive/MyDrive/FashionAI/datasets/Clo-Sket/Clo-Sket/Dress/2_2.tif,Dress,Dress__G02,0
523,/content/drive/MyDrive/FashionAI/datasets/Clo-Sket/Clo-Sket/Dress/2_3.tif,/content/drive/MyDrive/FashionAI/datasets/Clo-Sket/Clo-Sket/Dress/2_3.tif,Dress,Dress__G02,0
524,/content/drive/MyDrive/FashionAI/datasets/Clo-Sket/Clo-Sket/Dress/2_4.tif,/content/drive/MyDrive/FashionAI/datasets/Clo-Sket/Clo-Sket/Dress/2_4.tif,Dress,Dress__G02,0
525,/content/drive/MyDrive/FashionAI/datasets/Clo-Sket/Clo-Sket/Dress/2_5.tif,/content/drive/MyDrive/FashionAI/datasets/Clo-Sket/Clo-Sket/Dress/2_5.tif,Dress,Dress__G02,0
526,/content/drive/MyDrive/FashionAI/datasets/Clo-Sket/Clo-Sket/Dress/2_6.tif,/content/drive/MyDrive/FashionAI/datasets/Clo-Sket/Clo-Sket/Dress/2_6.tif,Dress,Dress__G02,0
527,/content/drive/MyDrive/FashionAI/datasets/Clo-Sket/Clo-Sket/Dress/2_7.tif,/content/drive/MyDrive/FashionAI/datasets/Clo-Sket/Clo-Sket/Dress/2_7.tif,Dress,Dress__G02,0
528,/content/drive/MyDrive/FashionAI/datasets/Clo-Sket/Clo-Sket/Dress/2_8.tif,/content/drive/MyDrive/FashionAI/datasets/Clo-Sket/Clo-Sket/Dress/2_8.tif,Dress,Dress__G02,0
529,/content/drive/MyDrive/FashionAI/datasets/Clo-Sket/Clo-Sket/Dress/2_9.tif,/content/drive/MyDrive/FashionAI/datasets/Clo-Sket/Clo-Sket/Dress/2_9.tif,Dress,Dress__G02,0
530,/content/drive/MyDrive/FashionAI/datasets/Clo-Sket/Clo-Sket/Dress/3_1.tif,/content/drive/MyDrive/FashionAI/datasets/Clo-Sket/Clo-Sket/Dress/3_1.tif,Dress,Dress__G03,1
531,/content/drive/MyDrive/FashionAI/datasets/Clo-Sket/Clo-Sket/Dress/3_10.tif,/content/drive/MyDrive/FashionAI/datasets/Clo-Sket/Clo-Sket/Dress/3_10.tif,Dress,Dress__G03,1
532,/content/drive/MyDrive/FashionAI/datasets/Clo-Sket/Clo-Sket/Dress/3_2.tif,/content/drive/MyDrive/FashionAI/datasets/Clo-Sket/Clo-Sket/Dress/3_2.tif,Dress,Dress__G03,1
533,/content/drive/MyDrive/FashionAI/datasets/Clo-Sket/Clo-Sket/Dress/3_3.tif,/content/drive/MyDrive/FashionAI/datasets/Clo-Sket/Clo-Sket/Dress/3_3.tif,Dress,Dress__G03,1
534,/content/drive/MyDrive/FashionAI/datasets/Clo-Sket/Clo-Sket/Dress/3_4.tif,/content/drive/MyDrive/FashionAI/datasets/Clo-Sket/Clo-Sket/Dress/3_4.tif,Dress,Dress__G03,1
535,/content/drive/MyDrive/FashionAI/datasets/Clo-Sket/Clo-Sket/Dress/3_5.tif,/content/drive/MyDrive/FashionAI/datasets/Clo-Sket/Clo-Sket/Dress/3_5.tif,Dress,Dress__G03,1
536,/content/drive/MyDrive/FashionAI/datasets/Clo-Sket/Clo-Sket/Dress/3_6.tif,/content/drive/MyDrive/FashionAI/datasets/Clo-Sket/Clo-Sket/Dress/3_6.tif,Dress,Dress__G03,1
537,/content/drive/MyDrive/FashionAI/datasets/Clo-Sket/Clo-Sket/Dress/3_7.tif,/content/drive/MyDrive/FashionAI/datasets/Clo-Sket/Clo-Sket/Dress/3_7.tif,Dress,Dress__G03,1
538,/content/drive/MyDrive/FashionAI/datasets/Clo-Sket/Clo-Sket/Dress/3_8.tif,/content/drive/MyDrive/FashionAI/datasets/Clo-Sket/Clo-Sket/Dress/3_8.tif,Dress,Dress__G03,1
539,/content/drive/MyDrive/FashionAI/datasets/Clo-Sket/Clo-Sket/Dress/3_9.tif,/content/drive/MyDrive/FashionAI/datasets/Clo-Sket/Clo-Sket/Dress/3_9.tif,Dress,Dress__G03,1
540,/content/drive/MyDrive/FashionAI/datasets/Clo-Sket/Clo-Sket/Dress/4_1.tif,/content/drive/MyDrive/FashionAI/datasets/Clo-Sket/Clo-Sket/Dress/4_1.tif,Dress,Dress__G04,1
541,/content/drive/MyDrive/FashionAI/datasets/Clo-Sket/Clo-Sket/Dress/4_10.tif,/content/drive/MyDrive/FashionAI/datasets/Clo-Sket/Clo-Sket/Dress/4_10.tif,Dress,Dress__G04,1
542,/content/drive/MyDrive/FashionAI/datasets/Clo-Sket/Clo-Sket/Dress/4_2.tif,/content/drive/MyDrive/FashionAI/datasets/Clo-Sket/Clo-Sket/Dress/4_2.tif,Dress,Dress__G04,1
543,/content/drive/MyDrive/FashionAI/datasets/Clo-Sket/Clo-Sket/Dress/4_3.tif,/content/drive/MyDrive/FashionAI/datasets/Clo-Sket/Clo-Sket/Dress/4_3.tif,Dress,Dress__G04,1
544,/content/drive/MyDrive/FashionAI/datasets/Clo-Sket/Clo-Sket/Dress/4_4.tif,/content/drive/MyDrive/FashionAI/datasets/Clo-Sket/Clo-Sket/Dress/4_4.tif,Dress,Dress__G04,1
545,/content/drive/MyDrive/FashionAI/datasets/Clo-Sket/Clo-Sket/Dress/4_5.tif,/content/drive/MyDrive/FashionAI/datasets/Clo-Sket/Clo-Sket/Dress/4_5.tif,Dress,Dress__G04,1
546,/content/drive/MyDrive/FashionAI/datasets/Clo-Sket/Clo-Sket/Dress/4_6.tif,/content/drive/MyDrive/FashionAI/datasets/Clo-Sket/Clo-Sket/Dress/4_6.tif,Dress,Dress__G04,1
547,/content/drive/MyDrive/FashionAI/datasets/Clo-Sket/Clo-Sket/Dress/4_7.tif,/content/drive/MyDrive/FashionAI/datasets/Clo-Sket/Clo-Sket/Dress/4_7.tif,Dress,Dress__G04,1
548,/content/drive/MyDrive/FashionAI/datasets/Clo-Sket/Clo-Sket/Dress/4_8.tif,/content/drive/MyDrive/FashionAI/datasets/Clo-Sket/Clo-Sket/Dress/4_8.tif,Dress,Dress__G04,1
549,/content/drive/MyDrive/FashionAI/datasets/Clo-Sket/Clo-Sket/Dress/4_9.tif,/content/drive/MyDrive/FashionAI/datasets/Clo-Sket/Clo-Sket/Dress/4_9.tif,Dress,Dress__G04,1
550,/content/drive/MyDrive/FashionAI/datasets/Clo-Sket/Clo-Sket/Dress/5_1.tif,/content/drive/MyDrive/FashionAI/datasets/Clo-Sket/Clo-Sket/Dress/5_1.tif,Dress,Dress__G05,2
551,/content/drive/MyDrive/FashionAI/datasets/Clo-Sket/Clo-Sket/Dress/5_10.tif,/content/drive/MyDrive/FashionAI/datasets/Clo-Sket/Clo-Sket/Dress/5_10.tif,Dress,Dress__G05,2
552,/content/drive/MyDrive/FashionAI/datasets/Clo-Sket/Clo-Sket/Dress/5_2.tif,/content/drive/MyDrive/FashionAI/datasets/Clo-Sket/Clo-Sket/Dress/5_2.tif,Dress,Dress__G05,2
553,/content/drive/MyDrive/FashionAI/datasets/Clo-Sket/Clo-Sket/Dress/5_3.tif,/content/drive/MyDrive/FashionAI/datasets/Clo-Sket/Clo-Sket/Dress/5_3.tif,Dress,Dress__G05,2
554,/content/drive/MyDrive/FashionAI/datasets/Clo-Sket/Clo-Sket/Dress/5_4.tif,/content/drive/MyDrive/FashionAI/datasets/Clo-Sket/Clo-Sket/Dress/5_4.tif,Dress,Dress__G05,2
555,/content/drive/MyDrive/FashionAI/datasets/Clo-Sket/Clo-Sket/Dress/5_5.tif,/content/drive/MyDrive/FashionAI/datasets/Clo-Sket/Clo-Sket/Dress/5_5.tif,Dress,Dress__G05,2
556,/content/drive/MyDrive/FashionAI/datasets/Clo-Sket/Clo-Sket/Dress/5_6.tif,/content/drive/MyDrive/FashionAI/datasets/Clo-Sket/Clo-Sket/Dress/5_6.tif,Dress,Dress__G05,2
557,/content/drive/MyDrive/FashionAI/datasets/Clo-Sket/Clo-Sket/Dress/5_7.tif,/content/drive/MyDrive/FashionAI/datasets/Clo-Sket/Clo-Sket/Dress/5_7.tif,Dress,Dress__G05,2
558,/content/drive/MyDrive/FashionAI/datasets/Clo-Sket/Clo-Sket/Dress/5_8.tif,/content/drive/MyDrive/FashionAI/datasets/Clo-Sket/Clo-Sket/Dress/5_8.tif,Dress,Dress__G05,2
559,/content/drive/MyDrive/FashionAI/datasets/Clo-Sket/Clo-Sket/Dress/5_9.tif,/content/drive/MyDrive/FashionAI/datasets/Clo-Sket/Clo-Sket/Dress/5_9.tif,Dress,Dress__G05,2
560,/content/drive/MyDrive/FashionAI/datasets/Clo-Sket/Clo-Sket/Dress/6_1.tif,/content/drive/MyDrive/FashionAI/datasets/Clo-Sket/Clo-Sket/Dress/6_1.tif,Dress,Dress__G06,2
