row_index,relative_path,category,historical_garment_id,corrected_garment_id,historical_fold_id,corrected_fold_id,override_applied
326,Cardigan/2-6.tif,Cardigan,Cardigan__G02,Cardigan__G02,0,0,no
327,Cardigan/2-7.tif,Cardigan,Cardigan__G02,Cardigan__G02,0,0,no
328,Cardigan/2-8.tif,Cardigan,Cardigan__G02,Cardigan__G02,0,0,no
329,Cardigan/2-9.tif,Cardigan,Cardigan__G02,Cardigan__G02,0,0,no
330,Cardigan/3-1.tif,Cardigan,Cardigan__G03,Cardigan__G03,1,1,no
331,Cardigan/3-10.tif,Cardigan,Cardigan__G03,Cardigan__G03,1,1,no
332,Cardigan/3-2.tif,Cardigan,Cardigan__G03,Cardigan__G03,1,1,no
333,Cardigan/3-3.tif,Cardigan,Cardigan__G03,Cardigan__G03,1,1,no
334,Cardigan/3-4.tif,Cardigan,Cardigan__G03,Cardigan__G03,1,1,no
335,Cardigan/3-5.tif,Cardigan,Cardigan__G03,Cardigan__G03,1,1,no
336,Cardigan/3-6.tif,Cardigan,Cardigan__G03,Cardigan__G03,1,1,no
337,Cardigan/3-7.tif,Cardigan,Cardigan__G03,Cardigan__G03,1,1,no
338,Cardigan/3-8.tif,Cardigan,Cardigan__G03,Cardigan__G03,1,1,no
339,Cardigan/3-9.tif,Cardigan,Cardigan__G03,Cardigan__G03,1,1,no
340,Cardigan/4-1.tif,Cardigan,Cardigan__G04,Cardigan__G04,1,1,no
341,Cardigan/4-10.tif,Cardigan,Cardigan__G04,Cardigan__G04,1,1,no
342,Cardigan/4-2.tif,Cardigan,Cardigan__G04,Cardigan__G04,1,1,no
343,Cardigan/4-3.tif,Cardigan,Cardigan__G04,Cardigan__G04,1,1,no
344,Cardigan/4-4.tif,Cardigan,Cardigan__G04,Cardigan__G04,1,1,no
345,Cardigan/4-5.tif,Cardigan,Cardigan__G04,Cardigan__G04,1,1,no
346,Cardigan/4-6.tif,Cardigan,Cardigan__G04,Cardigan__G04,1,1,no
347,Cardigan/4-7.tif,Cardigan,Cardigan__G04,Cardigan__G04,1,1,no
348,Cardigan/4-8.tif,Cardigan,Cardigan__G04,Cardigan__G04,1,1,no
349,Cardigan/4-9.tif,Cardigan,Cardigan__G04,Cardigan__G04,1,1,no
350,Cardigan/5-1.tif,Cardigan,Cardigan__G05,Cardigan__G05,2,2,no
351,Cardigan/5-10.tif,Cardigan,Cardigan__G05,Cardigan__G05,2,2,no
352,Cardigan/5-2.tif,Cardigan,Cardigan__G05,Cardigan__G05,2,2,no
353,Cardigan/5-3.tif,Cardigan,Cardigan__G05,Cardigan__G05,2,2,no
354,Cardigan/5-4.tif,Cardigan,Cardigan__G05,Cardigan__G05,2,2,no
355,Cardigan/5-5.tif,Cardigan,Cardigan__G05,Cardigan__G05,2,2,no
356,Cardigan/5-6.tif,Cardigan,Cardigan__G05,Cardigan__G05,2,2,no
357,Cardigan/5-7.tif,Cardigan,Cardigan__G05,Cardigan__G05,2,2,no
358,Cardigan/5-8.tif,Cardigan,Cardigan__G05,Cardigan__G05,2,2,no
359,Cardigan/5-9.tif,Cardigan,Cardigan__G05,Cardigan__G05,2,2,no
360,Cardigan/6-1.tif,Cardigan,Cardigan__G06,Cardigan__G06,2,2,no
361,Cardigan/6-10.tif,Cardigan,Cardigan__G06,Cardigan__G06,2,2,no
362,Cardigan/6-2.tif,Cardigan,Cardigan__G06,Cardigan__G06,2,2,no
363,Cardigan/6-3.tif,Cardigan,Cardigan__G06,Cardigan__G06,2,2,no
364,Cardigan/6-4.tif,Cardigan,Cardigan__G06,Cardigan__G06,2,2,no
365,Cardigan/6-5.tif,Cardigan,Cardigan__G06,Cardigan__G06,2,2,no
366,Cardigan/6-6.tif,Cardigan,Cardigan__G06,Cardigan__G06,2,2,no
367,Cardigan/6-7.tif,Cardigan,Cardigan__G06,Cardigan__G06,2,2,no
368,Cardigan/6-8.tif,Cardigan,Cardigan__G06,Cardigan__G06,2,2,no
369,Cardigan/6-9.tif,Cardigan,Cardigan__G06,Cardigan__G06,2,2,no
370,Cardigan/7-1.tif,Cardigan,Cardigan__G07,Cardigan__G07,3,3,no
371,Cardigan/7-10.tif,Cardigan,Cardigan__G07,Cardigan__G07,3,3,no
372,Cardigan/7-2.tif,Cardigan,Cardigan__G07,Cardigan__G07,3,3,no
373,Cardigan/7-3.tif,Cardigan,Cardigan__G07,Cardigan__G07,3,3,no
374,Cardigan/7-4.tif,Cardigan,Cardigan__G07,Cardigan__G07,3,3,no
375,Cardigan/7-5.tif,Cardigan,Cardigan__G07,Cardigan__G07,3,3,no
376,Cardigan/7-6.tif,Cardigan,Cardigan__G07,Cardigan__G07,3,3,no
377,Cardigan/7-7.tif,Cardigan,Cardigan__G07,Cardigan__G07,3,3,no
378,Cardigan/7-8.tif,Cardigan,Cardigan__G07,Cardigan__G07,3,3,no
379,Cardigan/7-9.tif,Cardigan,Cardigan__G07,Cardigan__G07,3,3,no
380,Cardigan/8-1.tif,Cardigan,Cardigan__G08,Cardigan__G08,3,3,no
381,Cardigan/8-10.tif,Cardigan,Cardigan__G08,Cardigan__G08,3,3,no
382,Cardigan/8-2.tif,Cardigan,Cardigan__G08,Cardigan__G08,3,3,no
383,Cardigan/8-3.tif,Cardigan,Cardigan__G08,Cardigan__G08,3,3,no
384,Cardigan/8-4.tif,Cardigan,Cardigan__G08,Cardigan__G08,3,3,no
385,Cardigan/8-5.tif,Cardigan,Cardigan__G08,Cardigan__G08,3,3,no
386,Cardigan/8-6.tif,Cardigan,Cardigan__G08,Cardigan__G08,3,3,no
387,Cardigan/8-7.tif,Cardigan,Cardigan__G08,Cardigan__G08,3,3,no
388,Cardigan/8-8.tif,Cardigan,Cardigan__G08,Cardigan__G08,3,3,no
389,Cardigan/8-9.tif,Cardigan,Cardigan__G08,Cardigan__G08,3,3,no
390,Cardigan/9-1.tif,Cardigan,Cardigan__G09,Cardigan__G09,4,4,no
391,Cardigan/9-10.tif,Cardigan,Cardigan__G09,Cardigan__G09,4,4,no
392,Cardigan/9-2.tif,Cardigan,Cardigan__G09,Cardigan__G09,4,4,no
393,Cardigan/9-3.tif,Cardigan,Cardigan__G09,Cardigan__G09,4,4,no
394,Cardigan/9-4.tif,Cardigan,Cardigan__G09,Cardigan__G09,4,4,no
395,Cardigan/9-5.tif,Cardigan,Cardigan__G09,Cardigan__G09,4,4,no
396,Cardigan/9-6.tif,Cardigan,Cardigan__G09,Cardigan__G09,4,4,no
397,Cardigan/9-7.tif,Cardigan,Cardigan__G09,Cardigan__G09,4,4,no
398,Cardigan/9-8.tif,Cardigan,Cardigan__G09,Cardigan__G09,4,4,no
399,Cardigan/9-9.tif,Cardigan,Cardigan__G09,Cardigan__G09,4,4,no
400,Circle/10_1.tif,Circle,Circle__G10,Circle__G10,4,4,no
401,Circle/10_10.tif,Circle,Circle__G10,Circle__G10,4,4,no
402,Circle/10_2.tif,Circle,Circle__G10,Circle__G10,4,4,no
403,Circle/10_3.tif,Circle,Circle__G10,Circle__G10,4,4,no
404,Circle/10_4.tif,Circle,Circle__G10,Circle__G10,4,4,no
405,Circle/10_5.tif,Circle,Circle__G10,Circle__G10,4,4,no
406,Circle/10_6.tif,Circle,Circle__G10,Circle__G10,4,4,no
407,Circle/10_7.tif,Circle,Circle__G10,Circle__G10,4,4,no
408,Circle/10_8.tif,Circle,Circle__G10,Circle__G10,4,4,no
409,Circle/10_9.tif,Circle,Circle__G10,Circle__G10,4,4,no
410,Circle/1_1.tif,Circle,Circle__G01,Circle__G01,0,0,no
411,Circle/1_10.tif,Circle,Circle__G01,Circle__G01,0,0,no
412,Circle/1_2.tif,Circle,Circle__G01,Circle__G01,0,0,no
413,Circle/1_3.tif,Circle,Circle__G01,Circle__G01,0,0,no
414,Circle/1_4.tif,Circle,Circle__G01,Circle__G01,0,0,no
415,Circle/1_5.tif,Circle,Circle__G01,Circle__G01,0,0,no
416,Circle/1_6.tif,Circle,Circle__G01,Circle__G01,0,0,no
417,Circle/1_7.tif,Circle,Circle__G01,Circle__G01,0,0,no
418,Circle/1_8.tif,Circle,Circle__G01,Circle__G01,0,0,no
419,Circle/1_9.tif,Circle,Circle__G01,Circle__G01,0,0,no
420,Circle/2_1.tif,Circle,Circle__G02,Circle__G02,0,0,no
421,Circle/2_10.tif,Circle,Circle__G02,Circle__G02,0,0,no
422,Circle/2_2.tif,Circle,Circle__G02,Circle__G02,0,0,no
423,Circle/2_3.tif,Circle,Circle__G02,Circle__G02,0,0,no
424,Circle/2_4.tif,Circle,Circle__G02,Circle__G02,0,0,no
425,Circle/2_5.tif,Circle,Circle__G02,Circle__G02,0,0,no
426,Circle/2_6.tif,Circle,Circle__G02,Circle__G02,0,0,no
427,Circle/2_7.tif,Circle,Circle__G02,Circle__G02,0,0,no
428,Circle/2_8.tif,Circle,Circle__G02,Circle__G02,0,0,no
429,Circle/2_9.tif,Circle,Circle__G02,Circle__G02,0,0,no
430,Circle/3_1.tif,Circle,Circle__G03,Circle__G03,1,1,no
431,Circle/3_10.tif,Circle,Circle__G03,Circle__G03,1,1,no
432,Circle/3_2.tif,Circle,Circle__G03,Circle__G03,1,1,no
433,Circle/3_3.tif,Circle,Circle__G03,Circle__G03,1,1,no
434,Circle/3_4.tif,Circle,Circle__G03,Circle__G03,1,1,no
435,Circle/3_5.tif,Circle,Circle__G03,Circle__G03,1,1,no
436,Circle/3_6.tif,Circle,Circle__G03,Circle__G03,1,1,no
437,Circle/3_7.tif,Circle,Circle__G03,Circle__G03,1,1,no
438,Circle/3_8.tif,Circle,Circle__G03,Circle__G03,1,1,no
439,Circle/3_9.tif,Circle,Circle__G03,Circle__G03,1,1,no
440,Circle/4_1.tif,Circle,Circle__G04,Circle__G04,1,1,no
441,Circle/4_10.tif,Circle,Circle__G04,Circle__G04,1,1,no
442,Circle/4_2.tif,Circle,Circle__G04,Circle__G04,1,1,no
443,Circle/4_3.tif,Circle,Circle__G04,Circle__G04,1,1,no
444,Circle/4_4.tif,Circle,Circle__G04,Circle__G04,1,1,no
445,Circle/4_5.tif,Circle,Circle__G04,Circle__G04,1,1,no
446,Circle/4_6.tif,Circle,Circle__G04,Circle__G04,1,1,no
447,Circle/4_7.tif,Circle,Circle__G04,Circle__G04,1,1,no
448,Circle/4_8.tif,Circle,Circle__G04,Circle__G04,1,1,no
449,Circle/4_9.tif,Circle,Circle__G04,Circle__G04,1,1,no
450,Circle/5_1.tif,Circle,Circle__G05,Circle__G05,2,2,no
451,Circle/5_10.tif,Circle,Circle__G05,Circle__G05,2,2,no
452,Circle/5_2.tif,Circle,Circle__G05,Circle__G05,2,2,no
453,Circle/5_3.tif,Circle,Circle__G05,Circle__G05,2,2,no
454,Circle/5_4.tif,Circle,Circle__G05,Circle__G05,2,2,no
455,Circle/5_5.tif,Circle,Circle__G05,Circle__G05,2,2,no
456,Circle/5_6.tif,Circle,Circle__G05,Circle__G05,2,2,no
457,Circle/5_7.tif,Circle,Circle__G05,Circle__G05,2,2,no
458,Circle/5_8.tif,Circle,Circle__G05,Circle__G05,2,2,no
459,Circle/5_9.tif,Circle,Circle__G05,Circle__G05,2,2,no
460,Circle/6_1.tif,Circle,Circle__G06,Circle__G06,2,2,no
461,Circle/6_10.tif,Circle,Circle__G06,Circle__G06,2,2,no
462,Circle/6_2.tif,Circle,Circle__G06,Circle__G06,2,2,no
463,Circle/6_3.tif,Circle,Circle__G06,Circle__G06,2,2,no
464,Circle/6_4.tif,Circle,Circle__G06,Circle__G06,2,2,no
465,Circle/6_5.tif,Circle,Circle__G06,Circle__G06,2,2,no
466,Circle/6_6.tif,Circle,Circle__G06,Circle__G06,2,2,no
467,Circle/6_7.tif,Circle,Circle__G06,Circle__G06,2,2,no
468,Circle/6_8.tif,Circle,Circle__G06,Circle__G06,2,2,no
469,Circle/6_9.tif,Circle,Circle__G06,Circle__G06,2,2,no
470,Circle/7_1.tif,Circle,Circle__G07,Circle__G07,3,3,no
471,Circle/7_10.tif,Circle,Circle__G07,Circle__G07,3,3,no
472,Circle/7_2.tif,Circle,Circle__G07,Circle__G07,3,3,no
473,Circle/7_3.tif,Circle,Circle__G07,Circle__G07,3,3,no
474,Circle/7_4.tif,Circle,Circle__G07,Circle__G07,3,3,no
475,Circle/7_5.tif,Circle,Circle__G07,Circle__G07,3,3,no
476,Circle/7_6.tif,Circle,Circle__G07,Circle__G07,3,3,no
477,Circle/7_7.tif,Circle,Circle__G07,Circle__G07,3,3,no
478,Circle/7_8.tif,Circle,Circle__G07,Circle__G07,3,3,no
479,Circle/7_9.tif,Circle,Circle__G07,Circle__G07,3,3,no
480,Circle/8_1.tif,Circle,Circle__G08,Circle__G08,3,3,no
481,Circle/8_10.tif,Circle,Circle__G08,Circle__G08,3,3,no
482,Circle/8_2.tif,Circle,Circle__G08,Circle__G08,3,3,no
483,Circle/8_3.tif,Circle,Circle__G08,Circle__G08,3,3,no
484,Circle/8_4.tif,Circle,Circle__G08,Circle__G08,3,3,no
485,Circle/8_5.tif,Circle,Circle__G08,Circle__G08,3,3,no
486,Circle/8_6.tif,Circle,Circle__G08,Circle__G08,3,3,no
487,Circle/8_7.tif,Circle,Circle__G08,Circle__G08,3,3,no
488,Circle/8_8.tif,Circle,Circle__G08,Circle__G08,3,3,no
489,Circle/8_9.tif,Circle,Circle__G08,Circle__G08,3,3,no
490,Circle/9_1.tif,Circle,Circle__G09,Circle__G09,4,4,no
491,Circle/9_10.tif,Circle,Circle__G09,Circle__G09,4,4,no
492,Circle/9_2.tif,Circle,Circle__G09,Circle__G09,4,4,no
493,Circle/9_3.tif,Circle,Circle__G09,Circle__G09,4,4,no
494,Circle/9_4.tif,Circle,Circle__G09,Circle__G09,4,4,no
495,Circle/9_5.tif,Circle,Circle__G09,Circle__G09,4,4,no
496,Circle/9_6.tif,Circle,Circle__G09,Circle__G09,4,4,no
497,Circle/9_7.tif,Circle,Circle__G09,Circle__G09,4,4,no
498,Circle/9_8.tif,Circle,Circle__G09,Circle__G09,4,4,no
499,Circle/9_9.tif,Circle,Circle__G09,Circle__G09,4,4,no
500,Dress/1-3.tif,Dress,Dress__G01,Dress__G10,0,4,yes
501,Dress/1-5.tif,Dress,Dress__G01,Dress__G01,0,0,no
502,Dress/10_1.tif,Dress,Dress__G10,Dress__G10,4,4,no
503,Dress/10_10.tif,Dress,Dress__G10,Dress__G10,4,4,no
504,Dress/10_2.tif,Dress,Dress__G10,Dress__G10,4,4,no
505,Dress/10_4.tif,Dress,Dress__G10,Dress__G10,4,4,no
506,Dress/10_5.tif,Dress,Dress__G10,Dress__G10,4,4,no
507,Dress/10_6.tif,Dress,Dress__G10,Dress__G10,4,4,no
508,Dress/10_7.tif,Dress,Dress__G10,Dress__G10,4,4,no
509,Dress/10_8.tif,Dress,Dress__G10,Dress__G10,4,4,no
510,Dress/10_9.tif,Dress,Dress__G10,Dress__G10,4,4,no
511,Dress/1_1.tif,Dress,Dress__G01,Dress__G01,0,0,no
512,Dress/1_10.tif,Dress,Dress__G01,Dress__G01,0,0,no
513,Dress/1_2.tif,Dress,Dress__G01,Dress__G01,0,0,no
514,Dress/1_3.tif,Dress,Dress__G01,Dress__G01,0,0,no
515,Dress/1_4.tif,Dress,Dress__G01,Dress__G01,0,0,no
516,Dress/1_6.tif,Dress,Dress__G01,Dress__G01,0,0,no
517,Dress/1_7.tif,Dress,Dress__G01,Dress__G01,0,0,no
518,Dress/1_8.tif,Dress,Dress__G01,Dress__G01,0,0,no
519,Dress/1_9.tif,Dress,Dress__G01,Dress__G01,0,0,no
520,Dress/2_1.tif,Dress,Dress__G02,Dress__G02,0,0,no
521,Dress/2_10.tif,Dress,Dress__G02,Dress__G02,0,0,no
522,Dress/2_2.tif,Dress,Dress__G02,Dress__G02,0,0,no
523,Dress/2_3.tif,Dress,Dress__G02,Dress__G02,0,0,no
524,Dress/2_4.tif,Dress,Dress__G02,Dress__G02,0,0,no
525,Dress/2_5.tif,Dress,Dress__G02,Dress__G02,0,0,no
526,Dress/2_6.tif,Dress,Dress__G02,Dress__G02,0,0,no
527,Dress/2_7.tif,Dress,Dress__G02,Dress__G02,0,0,no
528,Dress/2_8.tif,Dress,Dress__G02,Dress__G02,0,0,no
529,Dress/2_9.tif,Dress,Dress__G02,Dress__G02,0,0,no
530,Dress/3_1.tif,Dress,Dress__G03,Dress__G03,1,1,no
531,Dress/3_10.tif,Dress,Dress__G03,Dress__G03,1,1,no
532,Dress/3_2.tif,Dress,Dress__G03,Dress__G03,1,1,no
533,Dress/3_3.tif,Dress,Dress__G03,Dress__G03,1,1,no
534,Dress/3_4.tif,Dress,Dress__G03,Dress__G03,1,1,no
535,Dress/3_5.tif,Dress,Dress__G03,Dress__G03,1,1,no
536,Dress/3_6.tif,Dress,Dress__G03,Dress__G03,1,1,no
537,Dress/3_7.tif,Dress,Dress__G03,Dress__G03,1,1,no
538,Dress/3_8.tif,Dress,Dress__G03,Dress__G03,1,1,no
539,Dress/3_9.tif,Dress,Dress__G03,Dress__G03,1,1,no
540,Dress/4_1.tif,Dress,Dress__G04,Dress__G04,1,1,no
541,Dress/4_10.tif,Dress,Dress__G04,Dress__G04,1,1,no
542,Dress/4_2.tif,Dress,Dress__G04,Dress__G04,1,1,no
543,Dress/4_3.tif,Dress,Dress__G04,Dress__G04,1,1,no
544,Dress/4_4.tif,Dress,Dress__G04,Dress__G04,1,1,no
545,Dress/4_5.tif,Dress,Dress__G04,Dress__G04,1,1,no
546,Dress/4_6.tif,Dress,Dress__G04,Dress__G04,1,1,no
547,Dress/4_7.tif,Dress,Dress__G04,Dress__G04,1,1,no
548,Dress/4_8.tif,Dress,Dress__G04,Dress__G04,1,1,no
549,Dress/4_9.tif,Dress,Dress__G04,Dress__G04,1,1,no
550,Dress/5_1.tif,Dress,Dress__G05,Dress__G05,2,2,no
551,Dress/5_10.tif,Dress,Dress__G05,Dress__G05,2,2,no
552,Dress/5_2.tif,Dress,Dress__G05,Dress__G05,2,2,no
553,Dress/5_3.tif,Dress,Dress__G05,Dress__G05,2,2,no
554,Dress/5_4.tif,Dress,Dress__G05,Dress__G05,2,2,no
555,Dress/5_5.tif,Dress,Dress__G05,Dress__G05,2,2,no
556,Dress/5_6.tif,Dress,Dress__G05,Dress__G05,2,2,no
557,Dress/5_7.tif,Dress,Dress__G05,Dress__G05,2,2,no
558,Dress/5_8.tif,Dress,Dress__G05,Dress__G05,2,2,no
559,Dress/5_9.tif,Dress,Dress__G05,Dress__G05,2,2,no
560,Dress/6_1.tif,Dress,Dress__G06,Dress__G06,2,2,no
561,Dress/6_10.tif,Dress,Dress__G06,Dress__G06,2,2,no
562,Dress/6_2.tif,Dress,Dress__G06,Dress__G06,2,2,no
563,Dress/6_3.tif,Dress,Dress__G06,Dress__G06,2,2,no
564,Dress/6_4.tif,Dress,Dress__G06,Dress__G06,2,2,no
565,Dress/6_5.tif,Dress,Dress__G06,Dress__G06,2,2,no
566,Dress/6_6.tif,Dress,Dress__G06,Dress__G06,2,2,no
567,Dress/6_7.tif,Dress,Dress__G06,Dress__G06,2,2,no
568,Dress/6_8.tif,Dress,Dress__G06,Dress__G06,2,2,no
569,Dress/6_9.tif,Dress,Dress__G06,Dress__G06,2,2,no
570,Dress/7_1.tif,Dress,Dress__G07,Dress__G07,3,3,no
571,Dress/7_10.tif,Dress,Dress__G07,Dress__G07,3,3,no
572,Dress/7_2.tif,Dress,Dress__G07,Dress__G07,3,3,no
573,Dress/7_3.tif,Dress,Dress__G07,Dress__G07,3,3,no
574,Dress/7_4.tif,Dress,Dress__G07,Dress__G07,3,3,no
575,Dress/7_5.tif,Dress,Dress__G07,Dress__G07,3,3,no
576,Dress/7_6.tif,Dress,Dress__G07,Dress__G07,3,3,no
577,Dress/7_7.tif,Dress,Dress__G07,Dress__G07,3,3,no
578,Dress/7_8.tif,Dress,Dress__G07,Dress__G07,3,3,no
579,Dress/7_9.tif,Dress,Dress__G07,Dress__G07,3,3,no
580,Dress/8_1.tif,Dress,Dress__G08,Dress__G08,3,3,no
581,Dress/8_10.tif,Dress,Dress__G08,Dress__G08,3,3,no
582,Dress/8_2.tif,Dress,Dress__G08,Dress__G08,3,3,no
583,Dress/8_3.tif,Dress,Dress__G08,Dress__G08,3,3,no
584,Dress/8_4.tif,Dress,Dress__G08,Dress__G08,3,3,no
585,Dress/8_5.tif,Dress,Dress__G08,Dress__G08,3,3,no
586,Dress/8_6.tif,Dress,Dress__G08,Dress__G08,3,3,no
587,Dress/8_7.tif,Dress,Dress__G08,Dress__G08,3,3,no
588,Dress/8_8.tif,Dress,Dress__G08,Dress__G08,3,3,no
589,Dress/8_9.tif,Dress,Dress__G08,Dress__G08,3,3,no
590,Dress/9_1.tif,Dress,Dress__G09,Dress__G09,4,4,no
591,Dress/9_10.tif,Dress,Dress__G09,Dress__G09,4,4,no
592,Dress/9_2.tif,Dress,Dress__G09,Dress__G09,4,4,no
593,Dress/9_3.tif,Dress,Dress__G09,Dress__G09,4,4,no
594,Dress/9_4.tif,Dress,Dress__G09,Dress__G09,4,4,no
595,Dress/9_5.tif,Dress,Dress__G09,Dress__G09,4,4,no
596,Dress/9_6.tif,Dress,Dress__G09,Dress__G09,4,4,no
597,Dress/9_7.tif,Dress,Dress__G09,Dress__G09,4,4,no
598,Dress/9_8.tif,Dress,Dress__G09,Dress__G09,4,4,no
599,Dress/9_9.tif,Dress,Dress__G09,Dress__G09,4,4,no
600,Flare/10_1.tif,Flare,Flare__G10,Flare__G10,4,4,no
601,Flare/10_10.tif,Flare,Flare__G10,Flare__G10,4,4,no
602,Flare/10_2.tif,Flare,Flare__G10,Flare__G10,4,4,no
603,Flare/10_3.tif,Flare,Flare__G10,Flare__G10,4,4,no
604,Flare/10_4.tif,Flare,Flare__G10,Flare__G10,4,4,no
605,Flare/10_5.tif,Flare,Flare__G10,Flare__G10,4,4,no
606,Flare/10_6.tif,Flare,Flare__G10,Flare__G10,4,4,no
607,Flare/10_7.tif,Flare,Flare__G10,Flare__G10,4,4,no
608,Flare/10_8.tif,Flare,Flare__G10,Flare__G10,4,4,no
609,Flare/10_9.tif,Flare,Flare__G10,Flare__G10,4,4,no
610,Flare/1_1.tif,Flare,Flare__G01,Flare__G01,0,0,no
611,Flare/1_10.tif,Flare,Flare__G01,Flare__G01,0,0,no
612,Flare/1_2.tif,Flare,Flare__G01,Flare__G01,0,0,no
613,Flare/1_3.tif,Flare,Flare__G01,Flare__G01,0,0,no
614,Flare/1_4.tif,Flare,Flare__G01,Flare__G01,0,0,no
615,Flare/1_5.tif,Flare,Flare__G01,Flare__G01,0,0,no
616,Flare/1_6.tif,Flare,Flare__G01,Flare__G01,0,0,no
617,Flare/1_7.tif,Flare,Flare__G01,Flare__G01,0,0,no
618,Flare/1_8.tif,Flare,Flare__G01,Flare__G01,0,0,no
619,Flare/1_9.tif,Flare,Flare__G01,Flare__G01,0,0,no
620,Flare/2_1.tif,Flare,Flare__G02,Flare__G02,0,0,no
621,Flare/2_10.tif,Flare,Flare__G02,Flare__G02,0,0,no
622,Flare/2_2.tif,Flare,Flare__G02,Flare__G02,0,0,no
623,Flare/2_3.tif,Flare,Flare__G02,Flare__G02,0,0,no
624,Flare/2_4.tif,Flare,Flare__G02,Flare__G02,0,0,no
625,Flare/2_5.tif,Flare,Flare__G02,Flare__G02,0,0,no
626,Flare/2_6.tif,Flare,Flare__G02,Flare__G02,0,0,no
627,Flare/2_7.tif,Flare,Flare__G02,Flare__G02,0,0,no
628,Flare/2_8.tif,Flare,Flare__G02,Flare__G02,0,0,no
629,Flare/2_9.tif,Flare,Flare__G02,Flare__G02,0,0,no
630,Flare/3_1.tif,Flare,Flare__G03,Flare__G03,1,1,no
631,Flare/3_10.tif,Flare,Flare__G03,Flare__G03,1,1,no
632,Flare/3_2.tif,Flare,Flare__G03,Flare__G03,1,1,no
633,Flare/3_3.tif,Flare,Flare__G03,Flare__G03,1,1,no
634,Flare/3_4.tif,Flare,Flare__G03,Flare__G03,1,1,no
635,Flare/3_5.tif,Flare,Flare__G03,Flare__G03,1,1,no
636,Flare/3_6.tif,Flare,Flare__G03,Flare__G03,1,1,no
637,Flare/3_7.tif,Flare,Flare__G03,Flare__G03,1,1,no
638,Flare/3_8.tif,Flare,Flare__G03,Flare__G03,1,1,no
639,Flare/3_9.tif,Flare,Flare__G03,Flare__G03,1,1,no
640,Flare/4_1.tif,Flare,Flare__G04,Flare__G04,1,1,no
641,Flare/4_10.tif,Flare,Flare__G04,Flare__G04,1,1,no
642,Flare/4_2.tif,Flare,Flare__G04,Flare__G04,1,1,no
643,Flare/4_3.tif,Flare,Flare__G04,Flare__G04,1,1,no
644,Flare/4_4.tif,Flare,Flare__G04,Flare__G04,1,1,no
645,Flare/4_5.tif,Flare,Flare__G04,Flare__G04,1,1,no
646,Flare/4_6.tif,Flare,Flare__G04,Flare__G04,1,1,no
647,Flare/4_7.tif,Flare,Flare__G04,Flare__G04,1,1,no
648,Flare/4_8.tif,Flare,Flare__G04,Flare__G04,1,1,no
649,Flare/4_9.tif,Flare,Flare__G04,Flare__G04,1,1,no
650,Flare/5_1.tif,Flare,Flare__G05,Flare__G05,2,2,no
651,Flare/5_10.tif,Flare,Flare__G05,Flare__G05,2,2,no
652,Flare/5_2.tif,Flare,Flare__G05,Flare__G05,2,2,no
653,Flare/5_3.tif,Flare,Flare__G05,Flare__G05,2,2,no
654,Flare/5_4.tif,Flare,Flare__G05,Flare__G05,2,2,no
655,Flare/5_5.tif,Flare,Flare__G05,Flare__G05,2,2,no
656,Flare/5_6.tif,Flare,Flare__G05,Flare__G05,2,2,no
657,Flare/5_7.tif,Flare,Flare__G05,Flare__G05,2,2,no
658,Flare/5_8.tif,Flare,Flare__G05,Flare__G05,2,2,no
659,Flare/5_9.tif,Flare,Flare__G05,Flare__G05,2,2,no
660,Flare/6_1.tif,Flare,Flare__G06,Flare__G06,2,2,no
661,Flare/6_10.tif,Flare,Flare__G06,Flare__G06,2,2,no
662,Flare/6_2.tif,Flare,Flare__G06,Flare__G06,2,2,no
663,Flare/6_3.tif,Flare,Flare__G06,Flare__G06,2,2,no
664,Flare/6_4.tif,Flare,Flare__G06,Flare__G06,2,2,no
665,Flare/6_5.tif,Flare,Flare__G06,Flare__G06,2,2,no
666,Flare/6_6.tif,Flare,Flare__G06,Flare__G06,2,2,no
667,Flare/6_7.tif,Flare,Flare__G06,Flare__G06,2,2,no
668,Flare/6_8.tif,Flare,Flare__G06,Flare__G06,2,2,no
669,Flare/6_9.tif,Flare,Flare__G06,Flare__G06,2,2,no
670,Flare/7-2.tif,Flare,Flare__G07,Flare__G07,3,3,no
671,Flare/7_1.tif,Flare,Flare__G07,Flare__G07,3,3,no
672,Flare/7_10.tif,Flare,Flare__G07,Flare__G07,3,3,no
673,Flare/7_3.tif,Flare,Flare__G07,Flare__G07,3,3,no
674,Flare/7_4.tif,Flare,Flare__G07,Flare__G07,3,3,no
675,Flare/7_5.tif,Flare,Flare__G07,Flare__G07,3,3,no
676,Flare/7_6.tif,Flare,Flare__G07,Flare__G07,3,3,no
677,Flare/7_7.tif,Flare,Flare__G07,Flare__G07,3,3,no
678,Flare/7_8.tif,Flare,Flare__G07,Flare__G07,3,3,no
679,Flare/7_9.tif,Flare,Flare__G07,Flare__G07,3,3,no
680,Flare/8_1.tif,Flare,Flare__G08,Flare__G08,3,3,no
681,Flare/8_10.tif,Flare,Flare__G08,Flare__G08,3,3,no
682,Flare/8_2.tif,Flare,Flare__G08,Flare__G08,3,3,no
683,Flare/8_3.tif,Flare,Flare__G08,Flare__G08,3,3,no
684,Flare/8_4.tif,Flare,Flare__G08,Flare__G08,3,3,no
685,Flare/8_5.tif,Flare,Flare__G08,Flare__G08,3,3,no
686,Flare/8_6.tif,Flare,Flare__G08,Flare__G08,3,3,no
