row_index,relative_path,category,corrected_garment_id,corrected_fold_id,clean_image_relative_path,clean_png_sha256,target_text_status,other_text_visible,review_note
430,Circle/3_1.tif,Circle,Circle__G03,1,images/0430.png,e12d66273c2d49449a720e8437004b52a574fb0394f285b839e57069e0c2ed37,NONE,False,
431,Circle/3_10.tif,Circle,Circle__G03,1,images/0431.png,87f544aa0ad2bf89a47e2ab6ddb1727111ffc011caaa3c12925de8af9e9cc732,NONE,False,
432,Circle/3_2.tif,Circle,Circle__G03,1,images/0432.png,e5ef616b1b16343c66994d4f5e48f5a5719fb484974c7318aa9084cf479eb239,NONE,False,
433,Circle/3_3.tif,Circle,Circle__G03,1,images/0433.png,85ed06d24e2a4b740c11f5edefe2ab1f9c57d0988abae15ff4d33dd8f310f0f8,NONE,False,
434,Circle/3_4.tif,Circle,Circle__G03,1,images/0434.png,8062388797f7c9f72bb8562b3575c3669802ccb6b1a7c431beb7c4033b5d3b21,NONE,False,
435,Circle/3_5.tif,Circle,Circle__G03,1,images/0435.png,e8231761f7de3f0b47c3e2e064d68fc1317722f41c58b13274a45939b76ef4ba,NONE,False,
436,Circle/3_6.tif,Circle,Circle__G03,1,images/0436.png,f3c8fc77ee87e38b7f462c68ee80deef3311901c221cdf66156b5c45345992fc,NONE,False,
437,Circle/3_7.tif,Circle,Circle__G03,1,images/0437.png,acfcbc46817f3a052de6465f82c746b0377c69406797215bb3716a9122a0b124,NONE,False,
438,Circle/3_8.tif,Circle,Circle__G03,1,images/0438.png,f9959959448a607a60ec8e3aeb1f9d8ad65e03009bfe78bb96bfa5e28f06972f,NONE,False,
439,Circle/3_9.tif,Circle,Circle__G03,1,images/0439.png,558cefe134f3f9057dffa3921b119466a0dfff1cbde89587ffc56a39d978ebf4,NONE,False,
440,Circle/4_1.tif,Circle,Circle__G04,1,images/0440.png,0e35c2b22fd6391f478a7eef1fb55eb61bff7bcb67f24cbd2d8d5966185550a2,NONE,False,
441,Circle/4_10.tif,Circle,Circle__G04,1,images/0441.png,fe53c8e8d22d2867cfb4d9d224319fc40d1b6876a525bfedc417c572597c86a1,NONE,False,
442,Circle/4_2.tif,Circle,Circle__G04,1,images/0442.png,a7aa1dbc37290c61d33e84ac253933e542d58cdb773915c23b713f934034f1b6,NONE,False,
443,Circle/4_3.tif,Circle,Circle__G04,1,images/0443.png,693360333bf46d9e9e816c095a64a44d56722f786e41899e20100ccf3eb1a8b7,NONE,False,
444,Circle/4_4.tif,Circle,Circle__G04,1,images/0444.png,cdd6ad87e37044917a578e615b9c9aab2f89531b90ab4dc34015d095aad2b848,NONE,False,
445,Circle/4_5.tif,Circle,Circle__G04,1,images/0445.png,3a6b88d25b2adb8f847b7a54b9e9c2b446f0f50841104e36f13e837f24b998df,NONE,False,
446,Circle/4_6.tif,Circle,Circle__G04,1,images/0446.png,0ce52521a9be5ea124083403bf51fbde6424032cd7cb38ebd10ce661c66345b4,NONE,False,
447,Circle/4_7.tif,Circle,Circle__G04,1,images/0447.png,f42816bc7d4e0da497db5250e347ab49c8ac473da115e2897bc28341e7e79f70,NONE,False,
448,Circle/4_8.tif,Circle,Circle__G04,1,images/0448.png,674fe091b151731344a706a245b123df340fa21db26373fb93869476ac3a24e1,NONE,False,
449,Circle/4_9.tif,Circle,Circle__G04,1,images/0449.png,7a62aa1cd79ee135ecb9b283fac3aace0cf7210007cb8fa7659b1c9b86771726,NONE,False,
450,Circle/5_1.tif,Circle,Circle__G05,2,images/0450.png,fa7d38f1dfec2a97aeed705b30f2b2406cbb039efa4b21bde8a49a349fb81ba3,NONE,False,
451,Circle/5_10.tif,Circle,Circle__G05,2,images/0451.png,43db519fe06cec2e81356c54f0185d46078c1defa9599e701f34f4dddfb0dc30,NONE,False,
452,Circle/5_2.tif,Circle,Circle__G05,2,images/0452.png,fd458906990062f3b9012cbcf6353a53559975c13afcf8764001209ee0ffc3bd,NONE,False,
453,Circle/5_3.tif,Circle,Circle__G05,2,images/0453.png,4ac28abdd4d163ea894582c3ba47d7cddc69df0a8d34a8ad055e654da568aaaa,NONE,False,
454,Circle/5_4.tif,Circle,Circle__G05,2,images/0454.png,b986fa80d112c8019d0e5c17d5a09ced1c87fc3daea48bbe898ac641bf8356b2,NONE,False,
455,Circle/5_5.tif,Circle,Circle__G05,2,images/0455.png,71010297e0dfc4bdaa5f0110252483b4b4f162b9c79867fd886f0df06e770eca,NONE,False,
456,Circle/5_6.tif,Circle,Circle__G05,2,images/0456.png,1308742fbcfc6ffde6f8377b90b050532158a6230d8f825bd8bfde2e5c9d03f4,NONE,False,
457,Circle/5_7.tif,Circle,Circle__G05,2,images/0457.png,e7b96eec1630d4a28e898d70f20ea00a4f6f6ae20f05410791fa262c12b8257e,NONE,False,
458,Circle/5_8.tif,Circle,Circle__G05,2,images/0458.png,d5f8f303f8c90ccbd883952df18e1b5c05fe7fca51081ae937ea27eac4c7391e,NONE,False,
459,Circle/5_9.tif,Circle,Circle__G05,2,images/0459.png,9cfd0422b52ba03347115327aa382824eb2c77a7b2402adaef2ae92339fc8161,NONE,False,
460,Circle/6_1.tif,Circle,Circle__G06,2,images/0460.png,8076621d53e1ace0ec3f821b7c6b6511f383d0e4f4da33d92c995d0b41405b24,NONE,False,
461,Circle/6_10.tif,Circle,Circle__G06,2,images/0461.png,972f3c09dab5a6c95888219b540926ddd6e01594f79893c3bf15ef6d37d61cb3,NONE,False,
462,Circle/6_2.tif,Circle,Circle__G06,2,images/0462.png,59a7ef21d3a0297cb5a3794f637cd3cdca827a2dd5e6dde1617c6065145c262d,NONE,False,
463,Circle/6_3.tif,Circle,Circle__G06,2,images/0463.png,f68c504556d965bba97e61389d6e9c86d96f622f9c27a8e7d5f077e996ce5446,NONE,False,
464,Circle/6_4.tif,Circle,Circle__G06,2,images/0464.png,80148460a06027e49693f7ae7049dc4870c0c5886543ef08a49ced22f20b5daf,NONE,False,
465,Circle/6_5.tif,Circle,Circle__G06,2,images/0465.png,468132acb8ab54b01d0aa67ccad426cc9e31cb45fa30a370a3c019b0c436a1f3,NONE,False,
466,Circle/6_6.tif,Circle,Circle__G06,2,images/0466.png,165b9897b998cd97661f7a7e7fecc18b6d306fec3468586fb6f902dbbec4dfa5,NONE,False,
467,Circle/6_7.tif,Circle,Circle__G06,2,images/0467.png,f0e169fd53caeff25820178466afab36c458a606593f3a885e899197d64076b0,NONE,False,
468,Circle/6_8.tif,Circle,Circle__G06,2,images/0468.png,3a150585abf7abd4bf5e678cb0cc5979bca62aecb58977a2a355786bf19c4127,NONE,False,
469,Circle/6_9.tif,Circle,Circle__G06,2,images/0469.png,b4ad06d205d88bae2166b0de01224ba18aeea06cf47bba199e512d1030991630,NONE,False,
470,Circle/7_1.tif,Circle,Circle__G07,3,images/0470.png,13dcabee69afcb7446ad0102be58df5ff63770811aa772e6ac0cc8457e76f25e,NONE,False,
471,Circle/7_10.tif,Circle,Circle__G07,3,images/0471.png,5362c9740a801d3ae45e17b131fea4c51573f9bd5ccb01bbc7bebc8d602e01ba,NONE,False,
472,Circle/7_2.tif,Circle,Circle__G07,3,images/0472.png,74b26615e21377a1e9dd423b960caf2bfe22243e0ba35969697bcd0120f1cdc2,NONE,False,
473,Circle/7_3.tif,Circle,Circle__G07,3,images/0473.png,75a2269d254bd020a814fd356418ee0a71072af90fbad1d47ad59556ec6fb516,NONE,False,
474,Circle/7_4.tif,Circle,Circle__G07,3,images/0474.png,d1d13d0d4b7e5fc1ad99c3ff88462a44ed41e3c1a548621c9b165f92da5855b1,NONE,False,
475,Circle/7_5.tif,Circle,Circle__G07,3,images/0475.png,7079b14feb8e3772f3b32b2a96fd3b6d2a9fa3dcae8ef4845f60d361faa9f4cf,NONE,False,
476,Circle/7_6.tif,Circle,Circle__G07,3,images/0476.png,4eab137f973ace029d8d1e6d43aa09f1628908eb1e4c97cd10360c54517274db,NONE,False,
477,Circle/7_7.tif,Circle,Circle__G07,3,images/0477.png,270aa54e939525e6885bac5d17892c5af01581aa9614e4802e0ad47eeb3bd8bd,NONE,False,
478,Circle/7_8.tif,Circle,Circle__G07,3,images/0478.png,d3fe9f41bb39a268bef6a1a428c7195dfd9604dbbc05e839225b514d09896dc0,NONE,False,
479,Circle/7_9.tif,Circle,Circle__G07,3,images/0479.png,9583c46d48e91d2573e3a569cc8b6c2367a820c427e79a9ff3365dddd4012814,NONE,False,
480,Circle/8_1.tif,Circle,Circle__G08,3,images/0480.png,d4a9b24b8322a998ccd6aa177e5e53e8e441bc3382c65f78c494be081d142741,NONE,False,
481,Circle/8_10.tif,Circle,Circle__G08,3,images/0481.png,bb70c1a79fac42ad9f91adac8ec91f815d385baa0808c80d3722e5f0c2c59591,NONE,False,
482,Circle/8_2.tif,Circle,Circle__G08,3,images/0482.png,04285d336918de3ce6709499e71afa2150b1d47323596890f400a6669d7f4d9d,NONE,False,
483,Circle/8_3.tif,Circle,Circle__G08,3,images/0483.png,cd9787f579cd9af08f31100cd7c88915e3196b53cb3bcd9c36688c3a90fac3ee,NONE,False,
484,Circle/8_4.tif,Circle,Circle__G08,3,images/0484.png,fcba5dc8fd9968fb0c66b1d3f234de6184b98040e8a65e7caee85980120bb1d4,NONE,False,
485,Circle/8_5.tif,Circle,Circle__G08,3,images/0485.png,000095f7eaccd4b2391256979c370efcd51c9e2b8d7b6d0dde1d5adf057b2221,NONE,False,
486,Circle/8_6.tif,Circle,Circle__G08,3,images/0486.png,15de2d0f3f8f1f48c1ed26f3f7b7dc6dba3a071220176e437854481d0fdddb4c,NONE,False,
487,Circle/8_7.tif,Circle,Circle__G08,3,images/0487.png,ccb1cb96994c2635d383c29657b847ad81f0e332814d4501f2dfca1cb01d784b,NONE,False,
488,Circle/8_8.tif,Circle,Circle__G08,3,images/0488.png,5409b1b331254412709a2a3dc52ce8bee3c984a62812f5f6bc2f3a585b0cbbf6,NONE,False,
489,Circle/8_9.tif,Circle,Circle__G08,3,images/0489.png,05b2aeee92e51b1aff86ac5cd6646f4a350e444384c37d279c93db9fede9e9e4,NONE,False,
490,Circle/9_1.tif,Circle,Circle__G09,4,images/0490.png,bb9b460739be60e0583325b8f2a24bfa523d4bf47e92d4a703d2de3526e9f821,NONE,False,
491,Circle/9_10.tif,Circle,Circle__G09,4,images/0491.png,75e087cf3e770a3acc6d092d868dd30046ce35208a3263870822c6fe8e0080cb,NONE,False,
492,Circle/9_2.tif,Circle,Circle__G09,4,images/0492.png,20edb1da970e5cba66c0732269948031cee297cdc8c5b0cc4b690895847739f9,NONE,False,
493,Circle/9_3.tif,Circle,Circle__G09,4,images/0493.png,d739e279218646a3ca3a3df8bedd87139ca2eb13f787d2edf61f8269bcb7b169,NONE,False,
494,Circle/9_4.tif,Circle,Circle__G09,4,images/0494.png,3c46eb65fb5127e580857984922c40ba96f4c602113a14ac1db6d3ee7fe31139,NONE,False,
495,Circle/9_5.tif,Circle,Circle__G09,4,images/0495.png,b7a65f665a5b40f2006cb09d7d1d6698f5d4c8053122bb0486048e7017e843f9,NONE,False,
496,Circle/9_6.tif,Circle,Circle__G09,4,images/0496.png,fc0acce0c37795f787ea4b96f86a8575f0789e7a52f3976cbbfac44b5ca51015,NONE,False,
497,Circle/9_7.tif,Circle,Circle__G09,4,images/0497.png,6cefec7d2a431c1550b7b6941fcd44231e3c099fe0437ebbcb718d2b4f6665b7,NONE,False,
498,Circle/9_8.tif,Circle,Circle__G09,4,images/0498.png,509fc4c91b9d04724b1eb1cbf8d2efe43693c3ee68a9365b5fec542c9b3e19ee,NONE,False,
499,Circle/9_9.tif,Circle,Circle__G09,4,images/0499.png,95f6133469d1e6907cf08a5de24de56de363d5153b0e04022996f06467a5fcb9,NONE,False,
500,Dress/1-3.tif,Dress,Dress__G10,4,images/0500.png,52308faafef09cb65ffce2645e9ccd35a9fad8a40e105701697abb866b574b83,NONE,False,
501,Dress/1-5.tif,Dress,Dress__G01,0,images/0501.png,3ef4ee2ea6d644598d10d1c4dcaf28a58074c3dd0402456df7614aad0bdf0cc5,NONE,False,
502,Dress/10_1.tif,Dress,Dress__G10,4,images/0502.png,b0170a8d4fac1af8cdda30223735e9d99a91ab0b14705ccf32ee8b2b0050ed06,NONE,False,
503,Dress/10_10.tif,Dress,Dress__G10,4,images/0503.png,2c010bf381aa06de132b5f58d14b9586f28cbb0987486257bc414b3df014a5cf,NONE,False,
504,Dress/10_2.tif,Dress,Dress__G10,4,images/0504.png,e8151f6029cbd62ee5baed0a2e89700d926da14544f717fd274b80b407cc1d8a,NONE,False,
505,Dress/10_4.tif,Dress,Dress__G10,4,images/0505.png,746cf788dd1a2dfea2cecb2f74bdaa93a8e8e04f403259107d4ad220a1b593ba,NONE,False,
506,Dress/10_5.tif,Dress,Dress__G10,4,images/0506.png,07b5d76437b0500f67a618ff92bec8ab2f1626012785b715e799a794b190cfc3,NONE,False,
507,Dress/10_6.tif,Dress,Dress__G10,4,images/0507.png,0c65be855f026996f0f01b9860f0e9e560beb7f7d82563a0f3ba7d596c346209,NONE,False,
508,Dress/10_7.tif,Dress,Dress__G10,4,images/0508.png,96ebf8a760cad947dd59069acf9100c6d38d770455fbd143f918b76c2853fe27,NONE,False,
509,Dress/10_8.tif,Dress,Dress__G10,4,images/0509.png,fcd0298a94379a9229c8a0fc4bc5084e13a05c321e946ce15b6276b7f96a9c3a,NONE,False,
510,Dress/10_9.tif,Dress,Dress__G10,4,images/0510.png,dce2a52454075311201e5d9f9f273a82373d6e73d6fc9cb77012472d07aa68f7,NONE,False,
511,Dress/1_1.tif,Dress,Dress__G01,0,images/0511.png,1b34e4c897b86304b061b1361d4cf9bc06582698e189f032c7385284a9376151,NONE,False,
512,Dress/1_10.tif,Dress,Dress__G01,0,images/0512.png,0f8052c0e15683f00766b0d38a84b85370672012d863b85ae28d9639c7e87ff2,NONE,False,
513,Dress/1_2.tif,Dress,Dress__G01,0,images/0513.png,f273d9b159a21f5f5418295915217ebcce3864922af44dd213024177b377f7e8,NONE,False,
514,Dress/1_3.tif,Dress,Dress__G01,0,images/0514.png,2c95051e6b17837cdba15985775e0cb4cdbbf4a3544b7e0c1ac5308c8e96c8e5,NONE,False,
515,Dress/1_4.tif,Dress,Dress__G01,0,images/0515.png,e3303e743f3e7a7f0a15f5ed1f6d03513a53c71a5a154856b8e8e37f219f8b66,NONE,False,
516,Dress/1_6.tif,Dress,Dress__G01,0,images/0516.png,e74b2454dd2088129d2065be36931f9bce0e5b5948d6a6791f780bd562fa4e18,NONE,False,
517,Dress/1_7.tif,Dress,Dress__G01,0,images/0517.png,b0aa43af7b3eec3e8f2c3f65151e463820b45ecc6330e53d9b9be520e2590e39,NONE,False,
518,Dress/1_8.tif,Dress,Dress__G01,0,images/0518.png,20cd770bb5ee77f9c148fb3b13872494a3fd1ab4a2c3e978d5d0c2092a583c79,NONE,False,
519,Dress/1_9.tif,Dress,Dress__G01,0,images/0519.png,680ab8c1362c23112d0031af97ab4a421a2ab96729d87ce4d2fda56ffff9f6d8,NONE,False,
520,Dress/2_1.tif,Dress,Dress__G02,0,images/0520.png,fc6f7df47204cd3b93a8c023f057c4079848130116752d96457eed9618202e64,NONE,False,
521,Dress/2_10.tif,Dress,Dress__G02,0,images/0521.png,8560c4c0acc03a6fd91188785c379b549712109ad8ce172a6f75f0ee0250f19c,NONE,False,
522,Dress/2_2.tif,Dress,Dress__G02,0,images/0522.png,0ff905972f0ea91bb62ceea5bcd07e56c79b5e774f505164295cc653ee2f2fd1,NONE,False,
523,Dress/2_3.tif,Dress,Dress__G02,0,images/0523.png,6b39d71fa401f46566d55c90589cba5de543896d0d42d6c729b7e2ab67759aa5,NONE,False,
524,Dress/2_4.tif,Dress,Dress__G02,0,images/0524.png,fcc66a123158c25d29dc089c8f4a9dfcb81a3f556dff34ba45b1168e8d48f094,NONE,False,
525,Dress/2_5.tif,Dress,Dress__G02,0,images/0525.png,539524aeacdc5a2116fc689e70405d11539d23970b12d5cae43a0a32c826151a,NONE,False,
526,Dress/2_6.tif,Dress,Dress__G02,0,images/0526.png,d712c3762da21d896c9ab9a16003f3de62a177780028e37c65599d36928346db,NONE,False,
527,Dress/2_7.tif,Dress,Dress__G02,0,images/0527.png,1d29b2b0e3c972e36477cce9247a8e74e81e113d9efc5757acd2fadf482034ef,NONE,False,
528,Dress/2_8.tif,Dress,Dress__G02,0,images/0528.png,4a3aebb7be7ac052dfecb04deff57eba2b9abf6a7652af1eea8f62f0146175e5,NONE,False,
529,Dress/2_9.tif,Dress,Dress__G02,0,images/0529.png,ac8de989c6c292f3837d4541ad09040833027ef6b0ed25161ab4b7842f368e17,NONE,False,
530,Dress/3_1.tif,Dress,Dress__G03,1,images/0530.png,29a41ec571679b294e7b29617a8ab8ae68d004b272531265e6b5827fea7a28ed,NONE,False,
531,Dress/3_10.tif,Dress,Dress__G03,1,images/0531.png,708fbc586281b03bf639198d84210836b89fb7c109f95019d2168e406f8da826,NONE,False,
532,Dress/3_2.tif,Dress,Dress__G03,1,images/0532.png,9993f2534c94efe5af78b38486093ba875a37d6f39f97d13fe2bf5623bfcd9dd,NONE,False,
533,Dress/3_3.tif,Dress,Dress__G03,1,images/0533.png,2605ae5463aae74eda45ec1b77d2f23ec82228b63c1732315040ebca9c8e9b11,NONE,False,
534,Dress/3_4.tif,Dress,Dress__G03,1,images/0534.png,f7c5a6f2725ba1c39443356285d7bde993cf7a7a5408d92e00d6581988ee4fa2,NONE,False,
535,Dress/3_5.tif,Dress,Dress__G03,1,images/0535.png,5376ddc25a51dd109180e435490db1eb7846d6cf745742c6cbcf7ea8e963e616,NONE,False,
536,Dress/3_6.tif,Dress,Dress__G03,1,images/0536.png,3f9daa3654c447944510c40957f740d29acdfe4f173c7a35b245e2dd08a3fe4c,NONE,False,
537,Dress/3_7.tif,Dress,Dress__G03,1,images/0537.png,63bed7960509c3aa43e42e153420873d66c78293cef159ba08d2f14ce1b32151,NONE,False,
538,Dress/3_8.tif,Dress,Dress__G03,1,images/0538.png,8c8db95cd9962c43f44cd879a0a38e3307ef2ebec24e6842f0e8904a180b58e0,NONE,False,
539,Dress/3_9.tif,Dress,Dress__G03,1,images/0539.png,6b48a80d4b2b38ca96a7bbb996e8b49f74caf250c64e2906278706438e989b5e,NONE,False,
540,Dress/4_1.tif,Dress,Dress__G04,1,images/0540.png,6176b98dff32db9362976d9f8860de2371135bb7dba7a1dfa5b298dda63dba27,NONE,False,
541,Dress/4_10.tif,Dress,Dress__G04,1,images/0541.png,d09ce21edc4f894a2ba4a6b9df39663dd16bee38d89244a2a01cab017a362352,NONE,False,
542,Dress/4_2.tif,Dress,Dress__G04,1,images/0542.png,2b998221047b4d577ddfdfd85d84d9cb2b994bfe14456577fbdd3cb1f23506c8,NONE,False,
543,Dress/4_3.tif,Dress,Dress__G04,1,images/0543.png,c233288c8f1922d36f4a42157c77fb08ee7699129c4f6b0e185a7b7909a18b0f,NONE,False,
544,Dress/4_4.tif,Dress,Dress__G04,1,images/0544.png,e4091e3f70c21e21b3fb48ce0dc4da2a22fea76f4d4c5e827ed87ef4bcc76ce4,NONE,False,
545,Dress/4_5.tif,Dress,Dress__G04,1,images/0545.png,045626b17cec69b4f63d2ec98768be29656802b3419f9b57e297eae4b59a40a5,NONE,False,
546,Dress/4_6.tif,Dress,Dress__G04,1,images/0546.png,455941c677362baeb30729d71c0daa2f4d8be41e486eec5bab44529a797834d5,NONE,False,
547,Dress/4_7.tif,Dress,Dress__G04,1,images/0547.png,517b03b5e7676cae312a651306a219a7277a459bebf298a5a7f4301b10c2627c,NONE,False,
548,Dress/4_8.tif,Dress,Dress__G04,1,images/0548.png,8bd005a90515d2f55d65e1a0e66d52f437beb2a2766314cc711308260205f983,NONE,False,
549,Dress/4_9.tif,Dress,Dress__G04,1,images/0549.png,ffc1ef8d63371a43710f158fa248dd1229473c1c91935223050bf968eb0a3ff1,NONE,False,
550,Dress/5_1.tif,Dress,Dress__G05,2,images/0550.png,568c55ecf07e57120502b1f534a3fbbf9631e12c0c5dc874174219df0132c9f9,NONE,False,
551,Dress/5_10.tif,Dress,Dress__G05,2,images/0551.png,6554b41358e231b0430e49f0842ae0cc45768da20edd6931c9bbdee8e3eeade3,NONE,False,
552,Dress/5_2.tif,Dress,Dress__G05,2,images/0552.png,d0034a8dcf6a18343252624cb59861b26d7fdece58697916d32cafd74639064e,NONE,False,
553,Dress/5_3.tif,Dress,Dress__G05,2,images/0553.png,f797465dc15d015b444a483b809d671b8884d8217b44c025169fbd0f6f28f776,NONE,False,
554,Dress/5_4.tif,Dress,Dress__G05,2,images/0554.png,c546a0a32cdbd8f39e9617d0dc0f78fd7fade7203ca4b0456fac2c31a8758da7,NONE,False,
555,Dress/5_5.tif,Dress,Dress__G05,2,images/0555.png,35e9e9e768bfa0daa3f83b3570d11e871557f5c8e8a285a48425116c9e2567f5,NONE,False,
556,Dress/5_6.tif,Dress,Dress__G05,2,images/0556.png,6cca9d1dae8f7da91580f6d8b82e841a177d99df8db12deb4c3f5b1f8805a37b,NONE,False,
557,Dress/5_7.tif,Dress,Dress__G05,2,images/0557.png,cb94877e326501c83fbfe55c91fcba1523afada4ffc2c9f885b492c393c04be9,NONE,False,
558,Dress/5_8.tif,Dress,Dress__G05,2,images/0558.png,12c24a4b4557d266eaf4fd21394209c8f5d789ecc1055ea70f249d4be6ede7ae,NONE,False,
559,Dress/5_9.tif,Dress,Dress__G05,2,images/0559.png,9f11cd5e6ec8ae165c57e33aed9e1890ccc50cdb9422f2dbadbe8fd5c732e585,NONE,False,
560,Dress/6_1.tif,Dress,Dress__G06,2,images/0560.png,1f9175d8b86ef70c7c0dab7269678efcc9fbb50760569a69b4578497403a8478,NONE,False,
561,Dress/6_10.tif,Dress,Dress__G06,2,images/0561.png,49a9cecdd5b0bee57031c5fd01ee9393b410894337a9d0b0bdeac679ee3dcd2a,NONE,False,
562,Dress/6_2.tif,Dress,Dress__G06,2,images/0562.png,4afe1e75a5f7d8dbf1423ac1122aeee684b55876e784855855bfe8f9777b532e,NONE,False,
563,Dress/6_3.tif,Dress,Dress__G06,2,images/0563.png,21cbc1aa784b58e5b1f9d888e88b3e3695b52c94ab0f2f1cee18de8c5bb402b0,NONE,False,
564,Dress/6_4.tif,Dress,Dress__G06,2,images/0564.png,06422edaf4b409ecd2893724e325d94893f740fcf4807bea94464b3b05d8287d,NONE,False,
565,Dress/6_5.tif,Dress,Dress__G06,2,images/0565.png,8db6336d202144ee0dd5a058a3d7394a3c4edf9a43234dd4ca347e32b1566dd9,NONE,False,
566,Dress/6_6.tif,Dress,Dress__G06,2,images/0566.png,4826057435bac8c8c8d31c982a53f997953787fc99d0dfe60296dba33f79cf76,NONE,False,
567,Dress/6_7.tif,Dress,Dress__G06,2,images/0567.png,20d5ef306c92453e65fe3d06a046320ea41cdd1d5a2eccd454b53109b05ddfd4,NONE,False,
568,Dress/6_8.tif,Dress,Dress__G06,2,images/0568.png,de19e2a59aa039c885880ebfdf1c2ae5f0c07e878b7ad16bf2bd4b1ee1219809,NONE,False,
569,Dress/6_9.tif,Dress,Dress__G06,2,images/0569.png,638cf07fa2cd12abaca6531fa99e718baf027a8f1635dc870cc427275701ad71,NONE,False,
570,Dress/7_1.tif,Dress,Dress__G07,3,images/0570.png,7117bf284abc6e77a32184697adb1a66df593d64c86b566656523685f8807621,NONE,False,
571,Dress/7_10.tif,Dress,Dress__G07,3,images/0571.png,d11a2dd2fcefaaea920493d0fa97d4caa80946c8d6fb4872b67513dc97a48782,NONE,False,
572,Dress/7_2.tif,Dress,Dress__G07,3,images/0572.png,9e326f07722f8383b7b4bbe043206c86f70206adf33f6986f2b57d0a9c56eedd,NONE,False,
573,Dress/7_3.tif,Dress,Dress__G07,3,images/0573.png,a0bb381f6497bb1952299a3c3e0015e5dd695ab53d3d7d82f2572efc2c438ea8,NONE,False,
574,Dress/7_4.tif,Dress,Dress__G07,3,images/0574.png,8fe29fcd496eb36d7d491ba0f0d3a6565e80356d6d1641ea14aa799e749c0cc0,NONE,False,
575,Dress/7_5.tif,Dress,Dress__G07,3,images/0575.png,53cc3339bf94f26312d6bc82bcaf369bb8d94c8bb0d526775dd63072d7dcf5ab,NONE,False,
576,Dress/7_6.tif,Dress,Dress__G07,3,images/0576.png,c3b14b33b09d9c98165f943e9c7e8bad7758ef688460250e3a6792dd296513d2,NONE,False,
577,Dress/7_7.tif,Dress,Dress__G07,3,images/0577.png,5dd2a390c1f6db7c116b6e6744c0447515ac3d3e85baa966f37d5eb7434a2ef4,NONE,False,
578,Dress/7_8.tif,Dress,Dress__G07,3,images/0578.png,02a88ca275c69aab6c42ea48b381b76867b1d0bb4ed08fc20e6127a86f5770cf,NONE,False,
579,Dress/7_9.tif,Dress,Dress__G07,3,images/0579.png,a5b5c978a91b9d285acf9c4acc51909ae366351c88e5aaf1d7c48deb649f3744,NONE,False,
580,Dress/8_1.tif,Dress,Dress__G08,3,images/0580.png,003c9d960d928346d69767866c277393b35d3c88ae045de9cc59e77dc200179d,NONE,False,
581,Dress/8_10.tif,Dress,Dress__G08,3,images/0581.png,13007286e2e93bed4a3186d7187b1301b026a0231b4b7cda82efc9f386131ea6,NONE,False,
582,Dress/8_2.tif,Dress,Dress__G08,3,images/0582.png,85375ba4ca67113a78e6dc54300313f2f98df2061678a46cead4e9aa5ff67b8d,NONE,False,
583,Dress/8_3.tif,Dress,Dress__G08,3,images/0583.png,fc13889fa5c7622c3e6a859d5521a9b845b051a109af1847cb38986eff314483,NONE,False,
584,Dress/8_4.tif,Dress,Dress__G08,3,images/0584.png,180ca10baaf0ab6d0b02737525faa082522de2f3667fd0684341490776d2f766,NONE,False,
585,Dress/8_5.tif,Dress,Dress__G08,3,images/0585.png,6b2ff01e52ca34c5a6f21d7c386773fe051cfda298fa58b1899e243dd7d13dac,NONE,False,
586,Dress/8_6.tif,Dress,Dress__G08,3,images/0586.png,48f774edfe8b43336655e4cdc7ce80cebde4ccb9cebdc8f2daa385212dd0d80a,NONE,False,
587,Dress/8_7.tif,Dress,Dress__G08,3,images/0587.png,afe2f429240e4b679cb5d00cc182173614198dc89cef27faaa08ac7cf8ae5019,NONE,False,
588,Dress/8_8.tif,Dress,Dress__G08,3,images/0588.png,61eadeb596e6448616854a9ee4f87bc37876483ab33a87595c098326a951da57,NONE,False,
589,Dress/8_9.tif,Dress,Dress__G08,3,images/0589.png,c72b388d5618bcbbc04fef9ff92324aaca7625e3851e56ea2bbf7fa299e0a0cd,NONE,False,
590,Dress/9_1.tif,Dress,Dress__G09,4,images/0590.png,362f1175fc6b5bca366eb94aa2d27e8eaf9292980efdbc2a046959960f4855ca,NONE,False,
591,Dress/9_10.tif,Dress,Dress__G09,4,images/0591.png,9dc96ad7f5d5cc32778cf2650029d0540555c05a9ba68bcb3e1f8af663e8ca27,NONE,False,
592,Dress/9_2.tif,Dress,Dress__G09,4,images/0592.png,84610be2c06b532d392856ce0a1e68114505eaebb3640b2768bef2dddeab3323,NONE,False,
593,Dress/9_3.tif,Dress,Dress__G09,4,images/0593.png,31e068b7d173ef85efe372093cf933b00cffe3d5588df7ec9efa86633e3cc22d,NONE,False,
594,Dress/9_4.tif,Dress,Dress__G09,4,images/0594.png,255328d1b5091c4b7d652fc68b72e22c5c0361c9ebcb58e340db3e5866c47b38,NONE,False,
595,Dress/9_5.tif,Dress,Dress__G09,4,images/0595.png,ed6cbfd6b2ba63c703d83685bab86ea5882aae1050503f424f2cea3ddbcd1266,NONE,False,
596,Dress/9_6.tif,Dress,Dress__G09,4,images/0596.png,4616bdc9673f321ba603e6a389b9439c32718677b0a62fd2e9e44fbf9998b1c3,NONE,False,
597,Dress/9_7.tif,Dress,Dress__G09,4,images/0597.png,e3b747f3c1d28197cb5eb29e7463d4c591f0852fd00990a31869bbe29761e1df,NONE,False,
